SquareFootage,Bedrooms,Location,Price
2394,4,Rural,239600000
2687,4,Rural,268900000
2123,4,Urban,214500000
2931,4,Urban,295300000
2452,2,Rural,245300000
2143,2,Suburb,214400000
2178,3,Urban,219950000
1808,5,Suburb,181050000
2117,5,Urban,213950000
1338,4,Rural,134000000
816,3,Rural,81750000
1374,3,Suburb,137550000
2602,2,Rural,260300000
1862,3,Suburb,186350000
929,5,Rural,93150000
2962,5,Rural,296450000
2273,3,Suburb,227450000
1749,2,Rural,175000000
1868,5,Urban,189050000
1015,2,Rural,101600000
2423,2,Suburb,242400000
2238,5,Rural,224050000
1802,2,Urban,182300000
2746,4,Rural,274800000
2263,4,Rural,226500000
1416,4,Urban,143800000
2669,3,Rural,267050000
1100,5,Rural,110250000
1784,4,Suburb,178600000
1994,2,Suburb,199500000
1205,4,Suburb,120700000
960,2,Suburb,96100000
2618,5,Urban,264050000
2375,4,Suburb,237700000
825,5,Suburb,82750000
882,4,Rural,88400000
972,2,Urban,99300000
1798,2,Urban,181900000
2508,3,Suburb,250950000
805,3,Rural,80650000
1324,3,Urban,134550000
2910,4,Urban,293200000
2845,5,Suburb,284750000
1560,4,Suburb,156200000
1004,2,Suburb,100500000
1696,5,Rural,169850000
2588,2,Suburb,258900000
2887,3,Urban,290850000
1988,2,Urban,200900000
2835,4,Suburb,283700000
2352,2,Urban,237300000
1676,2,Rural,167700000
1624,2,Suburb,162500000
2282,5,Urban,230450000
2616,2,Urban,263700000
1901,2,Suburb,190200000
1638,3,Urban,165950000
1399,3,Urban,142050000
2761,4,Suburb,276300000
1737,3,Rural,173850000
1224,2,Urban,124500000
2937,3,Rural,293850000
1796,5,Rural,179850000
2067,4,Rural,206900000
1221,3,Rural,122250000
2005,4,Rural,200700000
2457,4,Urban,247900000
2900,4,Urban,292200000
1813,5,Rural,181550000
1484,2,Suburb,148500000
1092,5,Rural,109450000
1877,4,Suburb,187900000
815,3,Urban,83650000
975,3,Suburb,97650000
2363,5,Urban,238550000
2229,3,Suburb,223050000
2290,4,Rural,229200000
2703,4,Urban,272500000
928,2,Suburb,92900000
1683,4,Rural,168500000
2067,3,Suburb,206850000
1225,2,Suburb,122600000
1549,3,Suburb,155050000
1543,5,Urban,156550000
1826,2,Urban,184700000
1278,4,Rural,128000000
1775,2,Suburb,177600000
843,4,Suburb,84500000
1746,4,Urban,176800000
2359,3,Urban,238050000
2739,4,Suburb,274100000
898,4,Suburb,90000000
970,4,Suburb,97200000
947,3,Urban,96850000
2970,4,Suburb,297200000
911,5,Suburb,91350000
1822,3,Urban,184350000
867,5,Urban,88950000
1627,2,Urban,164800000
2552,3,Urban,257350000
2431,5,Suburb,243350000
2109,3,Urban,213050000
959,4,Urban,98100000
2584,3,Suburb,258550000
2608,2,Rural,260900000
1813,5,Suburb,181550000
1676,3,Suburb,167750000
1351,4,Suburb,135300000
1975,5,Suburb,197750000
1963,5,Suburb,196550000
2190,5,Suburb,219250000
1951,2,Suburb,195200000
2994,4,Rural,299600000
2108,4,Suburb,211000000
2292,5,Suburb,229450000
2041,3,Suburb,204250000
1235,5,Suburb,123750000
1531,4,Suburb,153300000
1968,2,Rural,196900000
2664,2,Urban,268500000
2100,5,Urban,212250000
2577,2,Suburb,257800000
859,2,Rural,86000000
2433,3,Rural,243450000
1937,2,Rural,193800000
2318,3,Urban,233950000
1135,5,Urban,115750000
1630,4,Rural,163200000
2392,4,Urban,241400000
1084,3,Urban,110550000
2976,4,Suburb,297800000
2715,5,Suburb,271750000
2801,4,Suburb,280300000
1759,2,Rural,176000000
2421,5,Suburb,242350000
870,5,Rural,87250000
1921,4,Suburb,192300000
2123,4,Rural,212500000
1683,3,Urban,170450000
1898,2,Rural,189900000
942,4,Urban,96400000
1846,4,Suburb,184800000
1868,3,Urban,188950000
891,4,Urban,91300000
2881,2,Suburb,288200000
1477,2,Rural,147800000
1181,5,Rural,118350000
2503,5,Rural,250550000
1765,2,Suburb,176600000
1979,3,Rural,198050000
1300,5,Urban,132250000
1258,2,Suburb,125900000
849,2,Rural,85000000
1769,5,Urban,179150000
1787,2,Urban,180800000
1331,2,Rural,133200000
1803,2,Suburb,180400000
1915,2,Urban,193600000
2279,5,Urban,230150000
1138,3,Urban,115950000
2458,2,Urban,247900000
2676,4,Rural,267800000
2673,3,Suburb,267450000
2851,4,Urban,287300000
2504,4,Urban,252600000
1080,2,Urban,110100000
2113,5,Suburb,211550000
2920,4,Urban,294200000
1960,4,Suburb,196200000
1770,4,Suburb,177200000
1797,2,Suburb,179800000
2216,2,Suburb,221700000
1007,5,Rural,100950000
1059,2,Rural,106000000
1729,3,Rural,173050000
1062,5,Urban,108450000
1582,2,Suburb,158300000
1304,2,Suburb,130500000
2373,4,Rural,237500000
1002,2,Rural,100300000
2559,4,Suburb,256100000
2813,2,Rural,281400000
2899,2,Urban,292000000
2179,2,Urban,220000000
844,2,Urban,86500000
2201,2,Suburb,220200000
1588,5,Rural,159050000
2235,2,Urban,225600000
2989,2,Urban,301000000
2884,4,Urban,290600000
2892,3,Urban,291350000
2455,3,Urban,247650000
1869,5,Rural,187150000
2475,2,Urban,249600000
1100,3,Urban,112150000
1087,4,Urban,110900000
1585,4,Suburb,158700000
2065,5,Rural,206750000
2605,4,Urban,262700000
2619,3,Rural,262050000
870,3,Urban,89150000
1634,3,Suburb,163550000
1411,2,Suburb,141200000
2216,4,Suburb,221800000
2128,4,Suburb,213000000
990,2,Urban,101100000
2547,3,Rural,254850000
2925,4,Urban,294700000
2381,3,Suburb,238250000
2428,2,Suburb,242900000
1688,3,Urban,170950000
816,5,Urban,83850000
1614,2,Rural,161500000
2397,3,Rural,239850000
1866,2,Rural,186700000
2825,4,Rural,282700000
908,5,Suburb,91050000
1083,2,Suburb,108400000
2760,3,Rural,276150000
2429,4,Rural,243100000
1536,3,Suburb,153750000
1941,3,Suburb,194250000
1731,2,Suburb,173200000
1402,2,Rural,140300000
2163,3,Rural,216450000
2624,2,Suburb,262500000
1290,3,Suburb,129150000
2866,2,Urban,288700000
1998,5,Urban,202050000
2441,2,Suburb,244200000
1600,3,Suburb,160150000
1559,4,Urban,158100000
1965,2,Rural,196600000
2286,5,Suburb,228850000
2293,5,Suburb,229550000
1504,5,Suburb,150650000
1614,5,Rural,161650000
1602,3,Urban,162350000
1172,5,Rural,117450000
2291,4,Rural,229300000
2261,2,Suburb,226200000
2989,5,Suburb,299150000
1622,2,Urban,164300000
1021,3,Rural,102250000
2187,2,Urban,220800000
1793,3,Rural,179450000
2011,3,Suburb,201250000
2960,2,Urban,298100000
2004,5,Rural,200650000
2725,4,Suburb,272700000
1397,2,Suburb,139800000
1284,4,Rural,128600000
2466,2,Suburb,246700000
2850,4,Rural,285200000
2301,2,Rural,230200000
1461,4,Rural,146300000
2914,4,Rural,291600000
2354,2,Suburb,235500000
2819,2,Rural,282000000
2141,3,Rural,214250000
2945,4,Rural,294700000
1880,2,Suburb,188100000
887,5,Urban,90950000
851,5,Rural,85350000
2547,3,Urban,256850000
840,5,Urban,86250000
2938,2,Rural,293900000
838,4,Urban,86000000
2951,2,Urban,297200000
2890,5,Rural,289250000
1008,5,Suburb,101050000
1399,2,Urban,142000000
1404,3,Rural,140550000
2509,2,Rural,251000000
2956,3,Urban,297750000
1013,5,Urban,103550000
2427,4,Urban,244900000
2516,4,Rural,251800000
2376,2,Rural,237700000
2924,3,Suburb,292550000
2942,5,Suburb,294450000
1068,4,Rural,107000000
1482,2,Suburb,148300000
961,2,Urban,98200000
1264,5,Suburb,126650000
1622,5,Suburb,162450000
2804,2,Rural,280500000
2899,2,Rural,290000000
1287,2,Urban,130800000
2939,3,Suburb,294050000
1450,5,Rural,145250000
2555,2,Rural,255600000
2434,5,Rural,243650000
2571,2,Urban,259200000
1518,2,Urban,153900000
1967,2,Suburb,196800000
998,5,Urban,102050000
2146,2,Suburb,214700000
2622,2,Suburb,262300000
2155,5,Suburb,215750000
2524,2,Rural,252500000
1602,4,Rural,160400000
1500,4,Rural,150200000
1302,2,Urban,132300000
1268,3,Rural,126950000
2809,5,Suburb,281150000
2774,2,Urban,279500000
2529,5,Urban,255150000
2736,3,Rural,273750000
1423,3,Rural,142450000
1766,5,Rural,176850000
1462,3,Rural,146350000
1550,3,Urban,157150000
2672,5,Urban,269450000
2218,3,Suburb,221950000
1898,4,Urban,192000000
1182,2,Urban,120300000
2193,4,Rural,219500000
2452,4,Suburb,245400000
975,2,Urban,99600000
1027,4,Rural,102900000
2838,2,Rural,283900000
2165,2,Suburb,216600000
2785,5,Urban,280750000
2062,2,Urban,208300000
2435,2,Urban,245600000
1820,3,Urban,184150000
2511,3,Suburb,251250000
1149,4,Rural,115100000
1240,2,Rural,124100000
2411,2,Suburb,241200000
2184,5,Urban,220650000
1087,2,Rural,108800000
2855,5,Urban,287750000
2934,2,Rural,293500000
1797,3,Urban,181850000
2222,3,Suburb,222350000
873,3,Urban,89450000
2262,4,Urban,228400000
1229,2,Suburb,123000000
2271,3,Suburb,227250000
1645,5,Urban,166750000
2530,3,Urban,255150000
835,2,Urban,85600000
1913,3,Rural,191450000
1820,2,Urban,184100000
2238,2,Rural,223900000
2797,3,Rural,279850000
2119,5,Rural,212150000
1418,4,Suburb,142000000
969,2,Suburb,97000000
945,4,Rural,94700000
1667,3,Rural,166850000
1219,2,Rural,122000000
2795,2,Suburb,279600000
2513,3,Suburb,251450000
1372,4,Suburb,137400000
2759,5,Rural,276150000
1826,3,Rural,182750000
2086,3,Urban,210750000
1120,5,Urban,114250000
2399,5,Suburb,240150000
2412,5,Suburb,241450000
1276,5,Urban,129850000
2626,3,Suburb,262750000
1582,5,Rural,158450000
1332,4,Urban,135400000
2162,5,Rural,216450000
2747,2,Urban,276800000
1964,2,Urban,198500000
2770,5,Suburb,277250000
1378,3,Rural,137950000
2173,3,Rural,217450000
2393,4,Rural,239500000
2547,3,Rural,254850000
2977,4,Suburb,297900000
2833,4,Rural,283500000
2858,4,Suburb,286000000
1056,5,Urban,107850000
2217,3,Rural,221850000
2242,2,Suburb,224300000
1681,4,Urban,170300000
818,2,Rural,81900000
909,4,Rural,91100000
2260,3,Suburb,226150000
1857,5,Urban,187950000
2111,4,Urban,213300000
2667,4,Urban,268900000
1802,2,Urban,182300000
1054,5,Rural,105650000
1437,3,Urban,145850000
2842,4,Suburb,284400000
2981,3,Suburb,298250000
1196,5,Rural,119850000
2421,2,Suburb,242200000
1484,5,Rural,148650000
2656,5,Urban,267850000
2866,5,Rural,286850000
1810,5,Urban,183250000
2966,3,Suburb,296750000
1101,3,Rural,110250000
1026,2,Urban,104700000
2330,4,Rural,233200000
2035,4,Urban,205700000
1155,5,Rural,115750000
1500,5,Rural,150250000
2583,3,Rural,258450000
2386,4,Rural,238800000
2014,2,Urban,203500000
1845,5,Urban,186750000
2445,3,Rural,244650000
2150,5,Rural,215250000
1164,5,Suburb,116650000
1867,3,Urban,188850000
1318,4,Urban,134000000
2426,4,Urban,244800000
2144,5,Urban,216650000
2445,4,Suburb,244700000
1781,3,Rural,178250000
2836,4,Rural,283800000
1721,5,Rural,172350000
1756,5,Suburb,175850000
1160,3,Suburb,116150000
2110,5,Rural,211250000
981,4,Suburb,98300000
2274,3,Suburb,227550000
2944,5,Suburb,294650000
1362,3,Suburb,136350000
1113,3,Rural,111450000
2868,4,Suburb,287000000
1202,4,Rural,120400000
1947,2,Urban,196800000
1412,3,Suburb,141350000
2676,4,Urban,269800000
2413,5,Urban,243550000
1492,2,Suburb,149300000
2534,2,Rural,253500000
2525,5,Rural,252750000
1639,4,Rural,164100000
2950,3,Suburb,295150000
2610,2,Suburb,261100000
1552,5,Rural,155450000
2981,5,Rural,298350000
2258,5,Urban,228050000
1736,5,Urban,175850000
2141,2,Suburb,214200000
2493,3,Rural,249450000
1304,4,Rural,130600000
2769,5,Suburb,277150000
851,5,Rural,85350000
2269,3,Suburb,227050000
2205,3,Urban,222650000
2799,4,Rural,280100000
1188,2,Rural,118900000
2472,3,Suburb,247350000
1473,2,Suburb,147400000
2689,2,Suburb,269000000
2302,5,Suburb,230450000
1392,2,Urban,141300000
882,5,Suburb,88450000
1213,5,Rural,121550000
997,4,Rural,99900000
2512,2,Rural,251300000
2103,3,Rural,210450000
1099,3,Urban,112050000
928,3,Urban,94950000
2706,4,Urban,272800000
2515,5,Suburb,251750000
1006,5,Rural,100850000
2824,3,Rural,282550000
1093,5,Urban,111550000
2763,5,Suburb,276550000
2673,4,Urban,269500000
2806,2,Rural,280700000
2876,2,Rural,287700000
2888,4,Urban,291000000
2015,4,Rural,201700000
2572,5,Urban,259450000
1425,4,Urban,144700000
1077,5,Urban,109950000
1328,2,Urban,134900000
2933,4,Rural,293500000
2724,5,Suburb,272650000
2680,2,Rural,268100000
2725,2,Urban,274600000
1492,3,Rural,149350000
2160,2,Suburb,216100000
1662,4,Rural,166400000
1024,4,Urban,104600000
2717,5,Suburb,271950000
2767,4,Rural,276900000
2756,2,Suburb,275700000
2639,5,Rural,264150000
867,2,Suburb,86800000
2442,3,Urban,246350000
1820,5,Urban,184250000
1900,3,Suburb,190150000
2362,5,Rural,236450000
2324,4,Urban,234600000
2270,2,Rural,227100000
2515,5,Suburb,251750000
2382,4,Rural,238400000
2182,4,Suburb,218400000
2100,4,Rural,210200000
2136,3,Suburb,213750000
2042,4,Suburb,204400000
2505,5,Suburb,250750000
2701,3,Suburb,270250000
2767,2,Rural,276800000
2479,4,Urban,250100000
2115,5,Suburb,211750000
2913,5,Suburb,291550000
1530,3,Urban,155150000
1367,2,Urban,138800000
2548,3,Suburb,254950000
2429,4,Suburb,243100000
1395,2,Rural,139600000
1447,2,Urban,146800000
2993,2,Rural,299400000
2353,3,Suburb,235450000
924,5,Suburb,92650000
2337,3,Suburb,233850000
2155,5,Suburb,215750000
1279,3,Urban,130050000
1801,5,Rural,180350000
1511,5,Urban,153350000
2770,2,Suburb,277100000
2221,5,Rural,222350000
2617,4,Suburb,261900000
1614,4,Urban,163600000
855,5,Suburb,85750000
2454,5,Urban,247650000
931,5,Urban,95350000
1030,5,Suburb,103250000
1194,2,Suburb,119500000
1781,4,Urban,180300000
1732,2,Rural,173300000
2329,4,Urban,235100000
2209,5,Rural,221150000
1332,4,Urban,135400000
1764,4,Suburb,176600000
2973,3,Urban,299450000
1354,3,Rural,135550000
2293,5,Rural,229550000
1184,2,Rural,118500000
1511,3,Rural,151250000
2271,5,Rural,227350000
1453,2,Urban,147400000
1942,3,Suburb,194350000
1916,4,Suburb,191800000
2408,3,Urban,242950000
1337,5,Suburb,133950000
2256,3,Urban,227750000
2697,3,Rural,269850000
2992,2,Urban,301300000
1891,2,Suburb,189200000
1499,4,Suburb,150100000
2701,5,Suburb,270350000
2978,4,Urban,300000000
1532,4,Urban,155400000
2104,3,Urban,212550000
2612,4,Suburb,261400000
2475,2,Urban,249600000
1312,4,Urban,133400000
800,5,Suburb,80250000
2765,4,Rural,276700000
1231,5,Rural,123350000
2089,5,Suburb,209150000
1198,4,Suburb,120000000
1607,4,Rural,160900000
2079,4,Urban,210100000
1751,5,Suburb,175350000
1868,2,Rural,186900000
1654,3,Urban,167550000
1544,4,Suburb,154600000
2897,3,Rural,289850000
1042,4,Urban,106400000
1963,5,Urban,198550000
2419,5,Rural,242150000
1075,3,Urban,109650000
807,2,Rural,80800000
1514,5,Rural,151650000
2758,3,Urban,277950000
2880,5,Rural,288250000
1609,4,Rural,161100000
2272,3,Suburb,227350000
1727,3,Rural,172850000
1661,4,Urban,168300000
836,3,Rural,83750000
2881,4,Urban,290300000
1254,2,Suburb,125500000
1243,4,Urban,126500000
1011,2,Rural,101200000
2529,3,Urban,255050000
1781,4,Suburb,178300000
1095,3,Suburb,109650000
951,2,Suburb,95200000
2769,5,Urban,279150000
2019,5,Urban,204150000
1399,5,Urban,142150000
2122,5,Suburb,212450000
2352,5,Urban,237450000
2311,2,Suburb,231200000
1031,5,Suburb,103350000
1166,5,Rural,116850000
1280,3,Rural,128150000
1371,4,Suburb,137300000
2002,4,Suburb,200400000
2307,4,Suburb,230900000
2412,4,Rural,241400000
2370,2,Suburb,237100000
1729,4,Rural,173100000
1839,3,Rural,184050000
2225,2,Urban,224600000
970,5,Urban,99250000
1855,3,Urban,187650000
2038,3,Rural,203950000
2806,5,Suburb,280850000
988,5,Urban,101050000
1585,3,Rural,158650000
1382,2,Suburb,138300000
2631,5,Urban,265350000
1399,4,Rural,140100000
1645,3,Urban,166650000
2829,3,Urban,285050000
2005,5,Rural,200750000
1753,5,Urban,177550000
2869,4,Rural,287100000
1897,4,Rural,189900000
2425,4,Urban,244700000
2670,4,Suburb,267200000
965,3,Suburb,96650000
2824,5,Suburb,282650000
1033,2,Rural,103400000
2198,5,Urban,222050000
2256,5,Suburb,225850000
1440,4,Urban,146200000
2157,4,Suburb,215900000
2627,3,Suburb,262850000
1406,4,Urban,142800000
1339,3,Urban,136050000
2267,5,Urban,228950000
1142,5,Urban,116450000
1436,5,Suburb,143850000
878,3,Urban,89950000
2904,3,Rural,290550000
990,3,Suburb,99150000
1443,4,Rural,144500000
2286,2,Suburb,228700000
2889,4,Suburb,289100000
2309,2,Rural,231000000
2016,4,Suburb,201800000
1589,5,Rural,159150000
1541,3,Suburb,154250000
889,4,Urban,91100000
2514,3,Suburb,251550000
1786,4,Rural,178800000
1447,5,Urban,146950000
1618,3,Urban,163950000
1042,5,Urban,106450000
2699,2,Urban,272000000
1018,3,Suburb,101950000
808,4,Rural,81000000
1229,3,Urban,125050000
812,2,Rural,81300000
2598,2,Rural,259900000
1489,4,Urban,151100000
2582,5,Rural,258450000
1476,3,Rural,147750000
1804,5,Rural,180650000
1007,5,Rural,100950000
2123,4,Suburb,212500000
1802,3,Suburb,180350000
2565,2,Suburb,256600000
2353,4,Rural,235500000
2482,5,Suburb,248450000
2785,2,Urban,280600000
1570,5,Rural,157250000
1037,3,Suburb,103850000
2384,5,Suburb,238650000
2107,2,Rural,210800000
2885,3,Rural,288650000
2619,4,Rural,262100000
831,5,Urban,85350000
1091,3,Suburb,109250000
1091,3,Urban,111250000
2442,4,Suburb,244400000
2205,4,Rural,220700000
1377,2,Suburb,137800000
1961,3,Rural,196250000
2023,3,Suburb,202450000
1246,2,Urban,126700000
1077,5,Suburb,107950000
2624,3,Rural,262550000
2222,3,Urban,224350000
1783,5,Urban,180550000
2372,4,Suburb,237400000
858,4,Suburb,86000000
1258,4,Urban,128000000
903,2,Suburb,90400000
1630,5,Rural,163250000
1588,4,Rural,159000000
2951,2,Suburb,295200000
1541,5,Urban,156350000
2372,4,Suburb,237400000
1354,3,Urban,137550000
1427,3,Urban,144850000
1907,4,Rural,190900000
2934,4,Suburb,293600000
1227,2,Urban,124800000
2626,3,Urban,264750000
2744,5,Urban,276650000
2943,4,Urban,296500000
2677,5,Rural,267950000
1959,4,Rural,196100000
2071,3,Rural,207250000
1683,4,Rural,168500000
1285,5,Rural,128750000
2225,3,Suburb,222650000
1403,4,Suburb,140500000
1211,3,Rural,121250000
2794,2,Urban,281500000
2731,5,Urban,275350000
1046,4,Suburb,104800000
2971,4,Suburb,297300000
2422,4,Suburb,242400000
2860,5,Rural,286250000
1599,2,Urban,162000000
1744,5,Urban,176650000
2065,4,Suburb,206700000
2062,5,Suburb,206450000
1988,4,Suburb,199000000
975,5,Suburb,97750000
1852,3,Rural,185350000
2117,5,Urban,213950000
1276,4,Rural,127800000
2515,4,Urban,253700000
2474,5,Rural,247650000
1133,5,Urban,115550000
2071,3,Rural,207250000
2064,2,Urban,208500000
1730,2,Rural,173100000
1484,3,Urban,150550000
1360,2,Suburb,136100000
922,2,Urban,94300000
1858,4,Urban,188000000
1639,4,Rural,164100000
1215,4,Suburb,121700000
1507,5,Rural,150950000
1146,5,Urban,116850000
2884,2,Urban,290500000
2523,5,Urban,254550000
1648,4,Urban,167000000
1334,5,Rural,133650000
2529,2,Suburb,253000000
2701,4,Urban,272300000
1463,2,Rural,146400000
1841,5,Rural,184350000
826,3,Rural,82750000
1852,3,Rural,185350000
2474,4,Rural,247600000
2458,2,Urban,247900000
1439,3,Urban,146050000
2541,3,Suburb,254250000
841,4,Suburb,84300000
2514,4,Suburb,251600000
2786,2,Suburb,278700000
1501,3,Rural,150250000
2254,2,Rural,225500000
2927,2,Rural,292800000
2051,4,Rural,205300000
2796,2,Rural,279700000
1718,5,Rural,172050000
964,2,Rural,96500000
2249,3,Rural,225050000
1865,2,Suburb,186600000
2620,5,Urban,264250000
1135,5,Suburb,113750000
2724,3,Rural,272550000
1680,3,Rural,168150000
2253,2,Rural,225400000
1771,5,Urban,179350000
829,5,Rural,83150000
2340,2,Rural,234100000
1374,3,Suburb,137550000
1020,5,Suburb,102250000
1626,2,Rural,162700000
2813,3,Urban,283450000
2317,2,Urban,233800000
1553,3,Suburb,155450000
2076,3,Suburb,207750000
2387,5,Urban,240950000
1820,4,Suburb,182200000
2288,5,Rural,229050000
2761,2,Rural,276200000
2662,3,Rural,266350000
1237,5,Rural,123950000
1278,3,Suburb,127950000
1582,5,Rural,158450000
1807,2,Rural,180800000
871,2,Rural,87200000
1381,2,Rural,138200000
1019,5,Urban,104150000
1827,4,Rural,182900000
1089,2,Suburb,109000000
1179,5,Rural,118150000
2178,4,Urban,220000000
2758,5,Rural,276050000
2927,5,Suburb,292950000
865,2,Suburb,86600000
2983,4,Urban,300500000
1198,5,Suburb,120050000
1146,5,Suburb,114850000
2784,5,Suburb,278650000
2906,5,Urban,292850000
1577,2,Urban,159800000
2703,5,Urban,272550000
878,4,Urban,90000000
2381,3,Urban,240250000
2578,4,Urban,260000000
2962,5,Urban,298450000
1785,5,Urban,180750000
2285,4,Urban,230700000
2449,3,Rural,245050000
2973,2,Urban,299400000
2425,3,Rural,242650000
1764,3,Urban,178550000
1628,3,Urban,164950000
1997,4,Urban,201900000
2518,3,Rural,251950000
2028,2,Rural,202900000
2640,5,Urban,266250000
1297,4,Urban,131900000
1336,4,Rural,133800000
2863,3,Urban,288450000
1964,5,Urban,198650000
2771,5,Rural,277350000
1099,5,Rural,110150000
1102,4,Rural,110400000
1391,2,Urban,141200000
875,5,Rural,87750000
1713,4,Urban,173500000
1579,3,Suburb,158050000
1720,5,Suburb,172250000
2323,3,Urban,234450000
2549,5,Urban,257150000
2835,3,Rural,283650000
1805,4,Urban,182700000
2501,3,Urban,252250000
1603,4,Rural,160500000
1851,3,Urban,187250000
1671,3,Suburb,167250000
914,3,Urban,93550000
1172,5,Rural,117450000
1649,2,Urban,167000000
2937,2,Urban,295800000
1556,5,Urban,157850000
2121,3,Suburb,212250000
830,3,Rural,83150000
2652,5,Suburb,265450000
2605,4,Suburb,260700000
2236,4,Rural,223800000
1489,5,Rural,149150000
2014,2,Suburb,201500000
1256,4,Suburb,125800000
1248,5,Urban,127050000
867,4,Rural,86900000
2662,5,Suburb,266450000
2602,4,Urban,262400000
2605,4,Suburb,260700000
1673,5,Suburb,167550000
1266,2,Rural,126700000
927,2,Suburb,92800000
2599,4,Rural,260100000
1532,4,Suburb,153400000
2067,2,Urban,208800000
2728,5,Rural,273050000
1842,3,Rural,184350000
2219,4,Urban,224100000
1167,3,Rural,116850000
2905,4,Urban,292700000
2895,2,Rural,289600000
1611,5,Rural,161350000
858,4,Rural,86000000
960,3,Rural,96150000
902,2,Suburb,90300000
1645,4,Suburb,164700000
1211,5,Suburb,121350000
1585,4,Rural,158700000
982,5,Suburb,98450000
2846,5,Rural,284850000
1756,2,Rural,175700000
1236,4,Urban,125800000
2639,5,Urban,266150000
1405,2,Urban,142600000
2270,4,Rural,227200000
1296,5,Urban,131850000
2166,2,Urban,218700000
2651,4,Rural,265300000
1822,5,Rural,182450000
2572,2,Suburb,257300000
2289,2,Rural,229000000
2119,4,Suburb,212100000
2920,2,Rural,292100000
1136,4,Urban,115800000
1002,4,Rural,100400000
1030,5,Suburb,103250000
1608,4,Rural,161000000
2128,2,Rural,212900000
1265,4,Urban,128700000
1997,5,Rural,199950000
1603,2,Urban,162400000
1065,5,Suburb,106750000
2925,3,Rural,292650000
2470,5,Suburb,247250000
975,3,Rural,97650000
2244,3,Urban,226550000
2395,4,Rural,239700000
1053,2,Urban,107400000
2343,4,Suburb,234500000
1702,2,Suburb,170300000
2954,5,Urban,297650000
1994,3,Rural,199550000
2905,3,Urban,292650000
2160,3,Urban,218150000
883,5,Urban,90550000
1940,5,Urban,196250000
1511,4,Suburb,151300000
2357,4,Urban,237900000
2561,2,Urban,258200000
2740,2,Suburb,274100000
2606,3,Suburb,260750000
1700,5,Suburb,170250000
1456,5,Rural,145850000
1458,4,Rural,146000000
1650,4,Suburb,165200000
940,2,Urban,96100000
2729,2,Urban,275000000
1854,4,Suburb,185600000
2301,4,Suburb,230300000
910,5,Rural,91250000
1891,2,Suburb,189200000
2518,4,Rural,252000000
995,4,Suburb,99700000
925,3,Urban,94650000
1061,4,Suburb,106300000
1723,4,Urban,174500000
2621,5,Suburb,262350000
2404,4,Rural,240600000
907,2,Suburb,90800000
2882,3,Urban,290350000
1454,5,Urban,147650000
2813,2,Urban,283400000
1797,3,Suburb,179850000
1084,3,Rural,108550000
2270,4,Rural,227200000
826,3,Rural,82750000
2391,3,Urban,241250000
2191,4,Urban,221300000
1647,5,Rural,164950000
1928,4,Rural,193000000
817,5,Suburb,81950000
2890,3,Suburb,289150000
2936,2,Suburb,293700000
956,5,Rural,95850000
2089,5,Rural,209150000
2981,5,Rural,298350000
2424,5,Urban,244650000
2571,3,Rural,257250000
1955,2,Suburb,195600000
1857,5,Suburb,185950000
2930,2,Urban,295100000
1955,3,Suburb,195650000
1003,5,Suburb,100550000
2622,2,Urban,264300000
2159,5,Suburb,216150000
1761,5,Urban,178350000
1241,3,Suburb,124250000
2115,5,Urban,213750000
1948,2,Urban,196900000
2486,2,Rural,248700000
1670,3,Urban,169150000
1998,4,Suburb,200000000
2707,4,Rural,270900000
2315,3,Rural,231650000
879,3,Rural,88050000
2128,4,Urban,215000000
2167,4,Urban,218900000
1369,2,Rural,137000000
1914,2,Urban,193500000
1198,2,Suburb,119900000
1620,4,Suburb,162200000
1644,3,Suburb,164550000
2076,5,Urban,209850000
1157,2,Suburb,115800000
2222,5,Suburb,222450000
1320,3,Urban,134150000
1192,4,Urban,121400000
2466,2,Suburb,246700000
2195,4,Rural,219700000
1692,3,Rural,169350000
1783,2,Urban,180400000
1382,3,Urban,140350000
2755,3,Urban,277650000
819,2,Rural,82000000
2773,5,Suburb,277550000
818,2,Rural,81900000
2442,4,Urban,246400000
1688,5,Rural,169050000
2683,2,Urban,270400000
1525,2,Suburb,152600000
946,2,Urban,96700000
2516,2,Suburb,251700000
2327,2,Suburb,232800000
1647,4,Rural,164900000
2263,3,Urban,228450000
2110,4,Rural,211200000
1364,3,Urban,138550000
1168,2,Urban,118900000
2063,4,Urban,208500000
2110,3,Rural,211150000
2618,3,Rural,261950000
2687,2,Urban,270800000
859,2,Rural,86000000
1344,5,Urban,136650000
2067,5,Rural,206950000
2507,3,Rural,250850000
2030,5,Suburb,203250000
1845,4,Rural,184700000
1358,3,Urban,137950000
2312,4,Rural,231400000
2767,5,Rural,276950000
1469,4,Urban,149100000
1057,3,Rural,105850000
1870,4,Suburb,187200000
1850,3,Suburb,185150000
1850,5,Suburb,185250000
2804,3,Suburb,280550000
944,5,Urban,96650000
1600,2,Urban,162100000
2285,5,Suburb,228750000
1472,3,Urban,149350000
1126,3,Rural,112750000
2214,2,Rural,221500000
1429,2,Rural,143000000
2819,5,Suburb,282150000
2931,4,Suburb,293300000
2993,4,Urban,301500000
2828,2,Urban,284900000
1994,5,Urban,201650000
2824,2,Suburb,282500000
2157,2,Urban,217800000
2349,3,Rural,235050000
1368,3,Rural,136950000
2745,3,Rural,274650000
1146,2,Suburb,114700000
